date,geography,geography code,Welsh reading ability: Total: All usual residents aged 3 years and over,Welsh reading ability: Cannot read Welsh,Welsh reading ability: Can read Welsh
2021,Rhondda Cynon Taf 012C,W01001145,1686,1485,201
2021,Rhondda Cynon Taf 012D,W01001146,1366,1171,195
2021,Rhondda Cynon Taf 004A,W01001147,1760,1528,232
2021,Rhondda Cynon Taf 002A,W01001148,1683,1483,200
2021,Rhondda Cynon Taf 003A,W01001149,1357,1192,165
2021,Rhondda Cynon Taf 003B,W01001150,1820,1597,223
2021,Rhondda Cynon Taf 003C,W01001151,1770,1532,238
2021,Rhondda Cynon Taf 002B,W01001152,1883,1606,277
2021,Rhondda Cynon Taf 002C,W01001153,1515,1340,175
2021,Rhondda Cynon Taf 003D,W01001154,1371,1224,147
2021,Rhondda Cynon Taf 002D,W01001155,1482,1302,180
2021,Rhondda Cynon Taf 003E,W01001156,1375,1135,240
2021,Rhondda Cynon Taf 028A,W01001157,1269,1110,159
2021,Rhondda Cynon Taf 028B,W01001158,1437,1268,169
2021,Rhondda Cynon Taf 028C,W01001159,1513,1266,247
2021,Rhondda Cynon Taf 029A,W01001160,1586,1402,184
2021,Rhondda Cynon Taf 025A,W01001162,2434,2009,425
2021,Rhondda Cynon Taf 019A,W01001164,1516,1299,217
2021,Rhondda Cynon Taf 019B,W01001165,1307,1126,181
2021,Rhondda Cynon Taf 016A,W01001166,1325,1247,78
2021,Rhondda Cynon Taf 016B,W01001167,1363,1208,155
2021,Rhondda Cynon Taf 004B,W01001168,1359,1221,138
2021,Rhondda Cynon Taf 004C,W01001169,2443,2219,224
2021,Rhondda Cynon Taf 004D,W01001170,1164,1022,142
2021,Rhondda Cynon Taf 017A,W01001171,1256,1121,135
2021,Rhondda Cynon Taf 020A,W01001172,1352,1184,168
2021,Rhondda Cynon Taf 020B,W01001173,1315,1218,97
2021,Rhondda Cynon Taf 020C,W01001174,1364,1266,98
2021,Rhondda Cynon Taf 009A,W01001175,1260,1103,157
2021,Rhondda Cynon Taf 013A,W01001176,1400,1221,179
2021,Rhondda Cynon Taf 009B,W01001177,1256,1140,116
2021,Rhondda Cynon Taf 023A,W01001178,1570,1410,160
2021,Rhondda Cynon Taf 023B,W01001179,1660,1530,130
2021,Rhondda Cynon Taf 015A,W01001180,1479,1292,187
2021,Rhondda Cynon Taf 015B,W01001181,1348,1186,162
2021,Rhondda Cynon Taf 026A,W01001184,2023,1773,250
2021,Rhondda Cynon Taf 022A,W01001185,2005,1764,241
2021,Rhondda Cynon Taf 001A,W01001186,1689,1402,287
2021,Rhondda Cynon Taf 001B,W01001187,1322,1091,231
2021,Rhondda Cynon Taf 001C,W01001188,1266,1124,142
2021,Rhondda Cynon Taf 029C,W01001189,1462,1295,167
2021,Rhondda Cynon Taf 029D,W01001190,2879,2418,461
2021,Rhondda Cynon Taf 031B,W01001192,1380,1227,153
2021,Rhondda Cynon Taf 030A,W01001193,1112,919,193
2021,Rhondda Cynon Taf 030B,W01001194,2058,1700,358
2021,Rhondda Cynon Taf 030C,W01001195,1424,1163,261
2021,Rhondda Cynon Taf 027B,W01001196,1401,1149,252
2021,Rhondda Cynon Taf 027C,W01001197,1184,884,300
2021,Rhondda Cynon Taf 027D,W01001198,1458,1268,190
2021,Rhondda Cynon Taf 027E,W01001199,1613,1370,243
2021,Rhondda Cynon Taf 009C,W01001202,1712,1559,153
2021,Rhondda Cynon Taf 009D,W01001203,1316,1196,120
2021,Rhondda Cynon Taf 006A,W01001204,1471,1258,213
2021,Rhondda Cynon Taf 006B,W01001205,1426,1248,178
2021,Rhondda Cynon Taf 006C,W01001206,1424,1282,142
2021,Rhondda Cynon Taf 006D,W01001207,1231,1103,128
2021,Rhondda Cynon Taf 006E,W01001208,1473,1311,162
2021,Rhondda Cynon Taf 008A,W01001209,1403,1253,150
2021,Rhondda Cynon Taf 008B,W01001210,1415,1291,124
2021,Rhondda Cynon Taf 008C,W01001211,1474,1337,137
2021,Rhondda Cynon Taf 008D,W01001212,1263,1145,118
2021,Rhondda Cynon Taf 011B,W01001214,1272,1066,206
2021,Rhondda Cynon Taf 011D,W01001216,1462,1294,168
2021,Rhondda Cynon Taf 018A,W01001217,1082,970,112
2021,Rhondda Cynon Taf 018B,W01001218,1476,1353,123
2021,Rhondda Cynon Taf 018C,W01001219,1178,1100,78
2021,Rhondda Cynon Taf 018D,W01001220,1448,1307,141
2021,Rhondda Cynon Taf 001D,W01001221,1387,1249,138
2021,Rhondda Cynon Taf 001E,W01001222,1499,1362,137
2021,Rhondda Cynon Taf 031C,W01001223,1691,1470,221
2021,Rhondda Cynon Taf 031D,W01001224,1982,1445,537
2021,Rhondda Cynon Taf 031E,W01001225,1537,1254,283
2021,Rhondda Cynon Taf 031F,W01001226,1644,1368,276
2021,Rhondda Cynon Taf 021C,W01001227,1233,971,262
2021,Rhondda Cynon Taf 021D,W01001228,1575,1302,273
2021,Rhondda Cynon Taf 017B,W01001229,1365,1186,179
2021,Rhondda Cynon Taf 017C,W01001230,1506,1277,229
2021,Rhondda Cynon Taf 017D,W01001231,1387,1202,185
2021,Rhondda Cynon Taf 020D,W01001232,1237,1077,160
2021,Rhondda Cynon Taf 001F,W01001233,1779,1495,284
2021,Rhondda Cynon Taf 021E,W01001234,1452,1250,202
2021,Rhondda Cynon Taf 021F,W01001235,1601,1417,184
2021,Rhondda Cynon Taf 021G,W01001236,1563,1321,242
2021,Rhondda Cynon Taf 022B,W01001237,1409,1273,136
2021,Rhondda Cynon Taf 022C,W01001238,1651,1485,166
2021,Rhondda Cynon Taf 026B,W01001239,1266,1105,161
2021,Rhondda Cynon Taf 026C,W01001240,1856,1613,243
2021,Rhondda Cynon Taf 026D,W01001241,1612,1361,251
2021,Rhondda Cynon Taf 030D,W01001242,1322,1116,206
2021,Rhondda Cynon Taf 030E,W01001243,1368,1208,160
2021,Rhondda Cynon Taf 025B,W01001244,1353,1155,198
2021,Rhondda Cynon Taf 025C,W01001245,1201,1019,182
2021,Rhondda Cynon Taf 025D,W01001246,1308,1125,183
2021,Rhondda Cynon Taf 016C,W01001247,1544,1375,169
2021,Rhondda Cynon Taf 016D,W01001248,1932,1702,230
2021,Rhondda Cynon Taf 024A,W01001249,1418,1268,150
2021,Rhondda Cynon Taf 024B,W01001250,1490,1288,202
2021,Rhondda Cynon Taf 024C,W01001251,1451,1305,146
2021,Rhondda Cynon Taf 024D,W01001252,1521,1351,170
2021,Rhondda Cynon Taf 023C,W01001253,1406,1261,145
2021,Rhondda Cynon Taf 023E,W01001255,1939,1726,213
2021,Rhondda Cynon Taf 019C,W01001256,1155,997,158
2021,Rhondda Cynon Taf 019D,W01001257,1203,999,204
2021,Rhondda Cynon Taf 019E,W01001258,1210,1056,154
2021,Rhondda Cynon Taf 018E,W01001259,1558,1422,136
2021,Rhondda Cynon Taf 014C,W01001260,1138,988,150
2021,Rhondda Cynon Taf 018F,W01001261,1208,1080,128
2021,Rhondda Cynon Taf 022D,W01001262,1534,1388,146
2021,Rhondda Cynon Taf 022E,W01001263,1642,1498,144
2021,Rhondda Cynon Taf 022F,W01001264,1884,1684,200
2021,Rhondda Cynon Taf 007A,W01001265,1493,1240,253
2021,Rhondda Cynon Taf 007B,W01001266,1332,1177,155
2021,Rhondda Cynon Taf 007C,W01001267,1440,1283,157
2021,Rhondda Cynon Taf 007D,W01001268,1277,1064,213
2021,Rhondda Cynon Taf 010A,W01001269,1410,1184,226
2021,Rhondda Cynon Taf 010B,W01001270,1406,1200,206
2021,Rhondda Cynon Taf 010C,W01001271,1479,1263,216
2021,Rhondda Cynon Taf 010D,W01001272,1426,1207,219
2021,Rhondda Cynon Taf 010E,W01001273,1708,1367,341
2021,Rhondda Cynon Taf 013B,W01001274,1144,1035,109
2021,Rhondda Cynon Taf 013C,W01001275,1729,1495,234
2021,Rhondda Cynon Taf 013D,W01001276,1225,1100,125
2021,Rhondda Cynon Taf 028D,W01001277,1089,973,116
2021,Rhondda Cynon Taf 028E,W01001278,1107,963,144
2021,Rhondda Cynon Taf 028F,W01001279,1069,972,97
2021,Rhondda Cynon Taf 017E,W01001280,1518,1381,137
2021,Rhondda Cynon Taf 017F,W01001281,1629,1377,252
2021,Rhondda Cynon Taf 015C,W01001282,1962,1699,263
2021,Rhondda Cynon Taf 015D,W01001283,1406,1173,233
2021,Rhondda Cynon Taf 015E,W01001284,1046,831,215
2021,Rhondda Cynon Taf 014D,W01001285,1332,1150,182
2021,Rhondda Cynon Taf 014E,W01001286,1420,1196,224
2021,Rhondda Cynon Taf 014F,W01001287,1417,1253,164
2021,Rhondda Cynon Taf 014G,W01001288,1384,1179,205
2021,Merthyr Tydfil 006A,W01001289,1313,1167,146
2021,Merthyr Tydfil 007A,W01001290,2304,2057,247
2021,Merthyr Tydfil 003A,W01001291,2002,1748,254
2021,Merthyr Tydfil 004A,W01001292,1762,1623,139
2021,Merthyr Tydfil 004B,W01001293,1638,1484,154
2021,Merthyr Tydfil 003B,W01001294,1628,1460,168
2021,Merthyr Tydfil 002A,W01001295,1454,1357,97
2021,Merthyr Tydfil 002B,W01001296,1521,1365,156
2021,Merthyr Tydfil 002C,W01001297,1762,1613,149
2021,Merthyr Tydfil 002D,W01001298,1678,1550,128
2021,Merthyr Tydfil 008A,W01001299,1617,1529,88
2021,Merthyr Tydfil 008B,W01001300,1677,1568,109
2021,Merthyr Tydfil 008C,W01001301,1835,1746,89
2021,Merthyr Tydfil 006B,W01001302,1370,1207,163
2021,Merthyr Tydfil 003C,W01001305,1193,1097,96
2021,Merthyr Tydfil 003D,W01001306,1387,1250,137
2021,Merthyr Tydfil 004C,W01001307,1490,1374,116
2021,Merthyr Tydfil 008D,W01001308,1194,1142,52
2021,Merthyr Tydfil 008E,W01001309,1256,1182,74
2021,Merthyr Tydfil 002E,W01001310,1494,1351,143
2021,Merthyr Tydfil 002F,W01001311,1103,1019,84
2021,Merthyr Tydfil 006E,W01001312,1433,1304,129
2021,Merthyr Tydfil 006F,W01001313,1435,1317,118
2021,Merthyr Tydfil 005A,W01001314,2050,1839,211
2021,Merthyr Tydfil 004D,W01001315,1658,1510,148
2021,Merthyr Tydfil 005C,W01001317,1693,1485,208
2021,Merthyr Tydfil 005D,W01001318,1438,1285,153
2021,Merthyr Tydfil 007B,W01001319,1566,1320,246
2021,Merthyr Tydfil 007C,W01001320,1385,1228,157
2021,Merthyr Tydfil 007D,W01001321,1566,1391,175
2021,Merthyr Tydfil 007E,W01001322,1578,1398,180
2021,Merthyr Tydfil 003E,W01001324,1878,1675,203
2021,Caerphilly 003A,W01001325,1603,1400,203
2021,Caerphilly 003B,W01001326,2079,1841,238
2021,Caerphilly 014A,W01001327,2361,2086,275
2021,Caerphilly 014B,W01001328,1465,1301,164
2021,Caerphilly 014C,W01001329,1447,1312,135
2021,Caerphilly 018A,W01001330,1401,1133,268
2021,Caerphilly 018B,W01001331,1679,1434,245
2021,Caerphilly 018C,W01001332,1781,1539,242
2021,Caerphilly 018D,W01001333,1421,1230,191
2021,Caerphilly 005A,W01001334,1396,1274,122
2021,Caerphilly 005B,W01001335,1237,1093,144
2021,Caerphilly 004A,W01001336,1369,1226,143
2021,Caerphilly 004B,W01001337,1407,1295,112
2021,Caerphilly 004C,W01001338,1663,1523,140
2021,Caerphilly 004D,W01001339,1367,1232,135
2021,Caerphilly 020A,W01001340,1826,1584,242
2021,Caerphilly 020B,W01001341,1651,1499,152
2021,Caerphilly 021A,W01001342,1158,1051,107
2021,Caerphilly 021B,W01001343,1071,930,141
2021,Caerphilly 020C,W01001344,1631,1464,167
2021,Caerphilly 021C,W01001345,1337,1229,108
2021,Caerphilly 020D,W01001346,1477,1327,150
2021,Caerphilly 005C,W01001347,1452,1324,128
2021,Caerphilly 009A,W01001348,1700,1581,119
2021,Caerphilly 009B,W01001349,1680,1473,207
2021,Caerphilly 009C,W01001350,1681,1547,134
2021,Caerphilly 005D,W01001351,1373,1259,114
2021,Caerphilly 007A,W01001352,1699,1583,116
2021,Caerphilly 007B,W01001353,1493,1397,96
2021,Caerphilly 014D,W01001354,1631,1490,141
2021,Caerphilly 015A,W01001355,1494,1380,114
2021,Caerphilly 006A,W01001356,1168,1073,95
2021,Caerphilly 006B,W01001357,1656,1506,150
2021,Caerphilly 006C,W01001358,1441,1330,111
2021,Caerphilly 006D,W01001359,1365,1260,105
2021,Caerphilly 002A,W01001360,1267,1139,128
2021,Caerphilly 002B,W01001361,1120,1031,89
2021,Caerphilly 003C,W01001362,1941,1737,204
2021,Caerphilly 012A,W01001363,1746,1530,216
2021,Caerphilly 012B,W01001364,1723,1577,146
2021,Caerphilly 012C,W01001365,1888,1667,221
2021,Caerphilly 019A,W01001366,1528,1363,165
2021,Caerphilly 019B,W01001367,1410,1260,150
2021,Caerphilly 019C,W01001368,1391,1241,150
2021,Caerphilly 012D,W01001369,2350,2104,246
2021,Caerphilly 023A,W01001370,1791,1543,248
2021,Caerphilly 022A,W01001371,1835,1584,251
2021,Caerphilly 022B,W01001372,1759,1476,283
2021,Caerphilly 022C,W01001373,1877,1570,307
2021,Caerphilly 001A,W01001374,1375,1280,95
2021,Caerphilly 001B,W01001375,1435,1239,196
2021,Caerphilly 001C,W01001376,1378,1257,121
2021,Caerphilly 013A,W01001377,1418,1251,167
2021,Caerphilly 013B,W01001378,1459,1315,144
2021,Caerphilly 013C,W01001379,1485,1278,207
2021,Caerphilly 010A,W01001380,1733,1605,128
2021,Caerphilly 010B,W01001381,1429,1336,93
2021,Caerphilly 010C,W01001382,1506,1380,126
2021,Caerphilly 010D,W01001383,1410,1279,131
2021,Caerphilly 002C,W01001384,1448,1339,109
2021,Caerphilly 002D,W01001385,1476,1382,94
2021,Caerphilly 002E,W01001386,1527,1439,88
2021,Caerphilly 007C,W01001387,1162,1014,148
2021,Caerphilly 007D,W01001388,1741,1546,195
2021,Caerphilly 007E,W01001389,1072,934,138
2021,Caerphilly 006E,W01001390,2045,1830,215
2021,Caerphilly 006F,W01001391,1582,1432,150
2021,Caerphilly 009D,W01001392,1890,1728,162
2021,Caerphilly 019D,W01001393,1302,1143,159
2021,Caerphilly 023B,W01001394,1257,1102,155
2021,Caerphilly 023C,W01001395,1282,1139,143
2021,Caerphilly 023D,W01001396,1498,1333,165
2021,Caerphilly 019E,W01001397,1533,1283,250
2021,Caerphilly 024A,W01001398,2683,2284,399
2021,Caerphilly 023E,W01001399,1222,1096,126
2021,Caerphilly 019F,W01001400,1358,1210,148
2021,Caerphilly 011A,W01001401,2002,1855,147
2021,Caerphilly 011B,W01001402,1548,1416,132
2021,Caerphilly 011C,W01001403,1543,1398,145
2021,Caerphilly 011D,W01001404,1321,1209,112
2021,Caerphilly 011E,W01001405,1734,1558,176
2021,Caerphilly 001D,W01001406,1776,1617,159
2021,Caerphilly 016A,W01001407,1276,1193,83
2021,Caerphilly 016B,W01001408,1388,1300,88
2021,Caerphilly 016C,W01001409,1532,1417,115
2021,Caerphilly 016D,W01001410,1746,1611,135
2021,Caerphilly 017A,W01001411,1571,1454,117
2021,Caerphilly 017B,W01001412,1605,1491,114
2021,Caerphilly 017C,W01001413,1767,1635,132
2021,Caerphilly 008A,W01001414,1525,1356,169
2021,Caerphilly 008B,W01001415,1673,1476,197
2021,Caerphilly 008C,W01001416,1341,1194,147
2021,Caerphilly 008D,W01001417,1343,1167,176
2021,Caerphilly 008E,W01001418,1355,1191,164
2021,Caerphilly 021D,W01001419,1570,1377,193
2021,Caerphilly 022D,W01001420,1184,1023,161
2021,Caerphilly 022E,W01001421,1390,1282,108
2021,Caerphilly 022F,W01001422,1421,1269,152
2021,Caerphilly 024B,W01001423,1341,1181,160
2021,Caerphilly 024C,W01001424,1369,1185,184
2021,Caerphilly 024D,W01001425,1685,1419,266
2021,Caerphilly 024E,W01001426,1411,1181,230
2021,Caerphilly 024F,W01001427,1798,1531,267
2021,Caerphilly 001E,W01001428,1187,1110,77
2021,Caerphilly 001F,W01001429,1129,968,161
2021,Caerphilly 015B,W01001430,2307,2108,199
2021,Caerphilly 015C,W01001431,1534,1403,131
2021,Caerphilly 013D,W01001432,2657,2241,416
2021,Caerphilly 013E,W01001433,1325,1126,199
2021,Caerphilly 013F,W01001434,1340,1121,219
2021,Blaenau Gwent 008A,W01001435,1315,1234,81
2021,Blaenau Gwent 008B,W01001436,1329,1270,59
2021,Blaenau Gwent 008C,W01001437,1402,1320,82
2021,Blaenau Gwent 004A,W01001438,1437,1352,85
2021,Blaenau Gwent 004B,W01001439,1560,1460,100
2021,Blaenau Gwent 001A,W01001440,1303,1214,89
2021,Blaenau Gwent 001B,W01001441,1115,1063,52
2021,Blaenau Gwent 001C,W01001442,1070,979,91
2021,Blaenau Gwent 005A,W01001443,1200,1137,63
2021,Blaenau Gwent 005B,W01001444,1901,1769,132
2021,Blaenau Gwent 005C,W01001445,1306,1191,115
2021,Blaenau Gwent 002A,W01001446,1197,1106,91
2021,Blaenau Gwent 002B,W01001447,1424,1320,104
2021,Blaenau Gwent 002C,W01001448,1129,1056,73
2021,Blaenau Gwent 002D,W01001449,1330,1240,90
2021,Blaenau Gwent 007A,W01001450,1182,1118,64
2021,Blaenau Gwent 007B,W01001451,1258,1187,71
2021,Blaenau Gwent 007C,W01001452,1398,1294,104
2021,Blaenau Gwent 008D,W01001453,1443,1354,89
2021,Blaenau Gwent 008E,W01001454,1239,1177,62
2021,Blaenau Gwent 008F,W01001455,1615,1529,86
2021,Blaenau Gwent 004C,W01001456,1218,1141,77
2021,Blaenau Gwent 004D,W01001457,1719,1658,61
2021,Blaenau Gwent 004E,W01001458,1572,1489,83
2021,Blaenau Gwent 007D,W01001459,1152,1101,51
2021,Blaenau Gwent 007E,W01001460,1686,1551,135
2021,Blaenau Gwent 007F,W01001461,1232,1158,74
2021,Blaenau Gwent 006A,W01001462,1747,1614,133
2021,Blaenau Gwent 006B,W01001463,1740,1625,115
2021,Blaenau Gwent 009A,W01001464,1397,1322,75
2021,Blaenau Gwent 009B,W01001465,1484,1386,98
2021,Blaenau Gwent 009C,W01001466,1408,1350,58
2021,Blaenau Gwent 005D,W01001467,1824,1690,134
2021,Blaenau Gwent 005E,W01001468,1285,1193,92
2021,Blaenau Gwent 005F,W01001469,1267,1180,87
2021,Blaenau Gwent 001D,W01001470,1368,1294,74
2021,Blaenau Gwent 001E,W01001471,1564,1498,66
2021,Blaenau Gwent 003A,W01001472,1342,1219,123
2021,Blaenau Gwent 003B,W01001473,1226,1178,48
2021,Blaenau Gwent 003C,W01001474,1382,1295,87
2021,Blaenau Gwent 003D,W01001475,1089,1009,80
2021,Blaenau Gwent 006C,W01001478,1328,1225,103
2021,Blaenau Gwent 006D,W01001479,1408,1336,72
2021,Blaenau Gwent 003E,W01001480,1419,1317,102
2021,Blaenau Gwent 006E,W01001481,1598,1492,106
2021,Torfaen 002A,W01001482,1196,1054,142
2021,Torfaen 002B,W01001483,1376,1244,132
2021,Torfaen 002C,W01001484,1594,1441,153
2021,Torfaen 002D,W01001485,1213,1095,118
2021,Torfaen 002E,W01001486,1428,1287,141
2021,Torfaen 001A,W01001487,1611,1436,175
2021,Torfaen 001B,W01001488,1443,1338,105
2021,Torfaen 001C,W01001489,1396,1272,124
2021,Torfaen 001D,W01001490,1367,1242,125
2021,Torfaen 004A,W01001491,1633,1529,104
2021,Torfaen 012A,W01001492,2359,2159,200
2021,Torfaen 008A,W01001493,1753,1644,109
2021,Torfaen 008B,W01001494,1499,1365,134
2021,Torfaen 008C,W01001495,1745,1590,155
2021,Torfaen 004B,W01001496,1404,1300,104
2021,Torfaen 011A,W01001497,1346,1240,106
2021,Torfaen 011B,W01001498,1210,1095,115
2021,Torfaen 011C,W01001499,1117,1008,109
2021,Torfaen 011D,W01001500,1213,1128,85
2021,Torfaen 009A,W01001501,1278,1169,109
2021,Torfaen 011E,W01001502,1175,1103,72
2021,Torfaen 009B,W01001503,1192,1099,93
2021,Torfaen 013A,W01001504,2251,2080,171
2021,Torfaen 013B,W01001505,2547,2327,220
2021,Torfaen 010A,W01001506,1479,1386,93
2021,Torfaen 008D,W01001507,1894,1766,128
2021,Torfaen 013C,W01001508,1160,1078,82
2021,Torfaen 013D,W01001509,1365,1243,122
2021,Torfaen 005A,W01001510,1555,1460,95
2021,Torfaen 005B,W01001511,1491,1386,105
2021,Torfaen 005C,W01001512,1270,1221,49
2021,Torfaen 005D,W01001513,1429,1319,110
2021,Torfaen 006A,W01001514,1054,962,92
2021,Torfaen 006B,W01001515,1366,1232,134
2021,Torfaen 006C,W01001516,1381,1270,111
2021,Torfaen 006D,W01001517,2373,2136,237
2021,Torfaen 006E,W01001518,1111,1025,86
2021,Torfaen 007A,W01001519,1236,1159,77
2021,Torfaen 007B,W01001520,2493,2241,252
2021,Torfaen 007C,W01001521,1370,1248,122
2021,Torfaen 007D,W01001522,1561,1432,129
2021,Torfaen 004C,W01001523,1378,1265,113
2021,Torfaen 004D,W01001524,1809,1664,145
2021,Torfaen 003A,W01001525,1793,1659,134
2021,Torfaen 010B,W01001526,1331,1211,120
2021,Torfaen 010C,W01001527,1151,1064,87
2021,Torfaen 010D,W01001528,1697,1524,173
2021,Torfaen 003B,W01001529,1936,1792,144
2021,Torfaen 003C,W01001530,1704,1578,126
2021,Torfaen 003D,W01001531,1621,1497,124
2021,Torfaen 010E,W01001532,1706,1570,136
2021,Torfaen 012B,W01001533,1469,1342,127
2021,Torfaen 012C,W01001534,1365,1262,103
2021,Torfaen 012D,W01001535,1221,1159,62
2021,Torfaen 009C,W01001536,1091,1009,82
2021,Torfaen 007E,W01001537,1141,1039,102
2021,Torfaen 009D,W01001538,1288,1194,94
2021,Torfaen 009E,W01001539,1386,1272,114
2021,Torfaen 004E,W01001540,1229,1124,105
2021,Torfaen 004F,W01001541,1130,1019,111
2021,Monmouthshire 009A,W01001542,2067,1889,178
2021,Monmouthshire 009B,W01001543,1739,1547,192
2021,Monmouthshire 001A,W01001545,1497,1345,152
2021,Monmouthshire 002A,W01001546,1509,1364,145
2021,Monmouthshire 001B,W01001548,2049,1852,197
2021,Monmouthshire 007A,W01001549,1371,1252,119
2021,Monmouthshire 010C,W01001551,1137,1052,85
2021,Monmouthshire 004A,W01001552,1485,1374,111
2021,Monmouthshire 004C,W01001554,1510,1400,110
2021,Monmouthshire 006A,W01001555,1122,1009,113
2021,Monmouthshire 006B,W01001556,1331,1198,133
2021,Monmouthshire 001C,W01001557,1769,1590,179
2021,Monmouthshire 002C,W01001558,1543,1400,143
2021,Monmouthshire 008A,W01001559,1248,1154,94
2021,Monmouthshire 006C,W01001560,1349,1248,101
2021,Monmouthshire 003A,W01001561,1560,1421,139
2021,Monmouthshire 003B,W01001562,1329,1186,143
2021,Monmouthshire 003C,W01001563,1108,1004,104
2021,Monmouthshire 006D,W01001565,1780,1646,134
2021,Monmouthshire 005C,W01001568,1742,1574,168
2021,Monmouthshire 003E,W01001569,1315,1181,134
2021,Monmouthshire 001D,W01001571,1460,1303,157
2021,Monmouthshire 011A,W01001572,1576,1432,144
2021,Monmouthshire 011B,W01001573,1392,1249,143
2021,Monmouthshire 011C,W01001574,1276,1160,116
2021,Monmouthshire 005D,W01001575,1218,1107,111
2021,Monmouthshire 004D,W01001576,1042,974,68
2021,Monmouthshire 004E,W01001577,1256,1164,92
2021,Monmouthshire 009C,W01001578,2425,2222,203
2021,Monmouthshire 001E,W01001579,1539,1408,131
2021,Monmouthshire 002E,W01001580,1712,1553,159
2021,Monmouthshire 005E,W01001581,1901,1718,183
2021,Monmouthshire 011D,W01001582,1728,1557,171
2021,Monmouthshire 007B,W01001583,1491,1352,139
2021,Monmouthshire 008B,W01001584,1716,1586,130
2021,Monmouthshire 007C,W01001585,1252,1145,107
2021,Monmouthshire 007D,W01001586,2424,2171,253
2021,Monmouthshire 008C,W01001587,1818,1695,123
2021,Monmouthshire 010D,W01001588,1578,1459,119
2021,Monmouthshire 010E,W01001589,1382,1280,102
2021,Monmouthshire 009D,W01001590,2077,1922,155
2021,Monmouthshire 011E,W01001591,1534,1369,165
2021,Monmouthshire 008D,W01001592,1581,1459,122
2021,Monmouthshire 008E,W01001593,1573,1473,100
2021,Monmouthshire 007E,W01001594,1374,1247,127
2021,Monmouthshire 007F,W01001595,1261,1182,79
2021,Monmouthshire 006E,W01001596,1202,1118,84
2021,Monmouthshire 006F,W01001597,1390,1286,104
2021,Monmouthshire 010F,W01001598,1607,1482,125
2021,Monmouthshire 004F,W01001599,2082,1925,157
2021,Newport 012A,W01001600,1783,1609,174
2021,Newport 006A,W01001601,1491,1361,130
2021,Newport 012B,W01001602,1573,1415,158
2021,Newport 012C,W01001603,1481,1344,137
2021,Newport 012D,W01001604,1454,1331,123
2021,Newport 014A,W01001605,1424,1292,132
2021,Newport 008A,W01001606,1234,1111,123
2021,Newport 015A,W01001607,1304,1212,92
2021,Newport 008B,W01001608,1450,1318,132
2021,Newport 015B,W01001609,1828,1699,129
2021,Newport 015C,W01001610,1279,1186,93
2021,Newport 011A,W01001611,1162,1091,71
2021,Newport 011B,W01001612,1481,1384,97
2021,Newport 011C,W01001613,1458,1319,139
2021,Newport 005A,W01001614,1529,1431,98
2021,Newport 005B,W01001615,1528,1428,100
2021,Newport 005C,W01001616,1368,1248,120
2021,Newport 003A,W01001617,1392,1302,90
2021,Newport 003B,W01001618,1089,1023,66
2021,Newport 003C,W01001619,1308,1225,83
2021,Newport 003D,W01001620,1621,1495,126
2021,Newport 003E,W01001621,1379,1281,98
2021,Newport 003F,W01001622,1174,1096,78
2021,Newport 001A,W01001623,1382,1270,112
2021,Newport 001B,W01001624,1184,1105,79
2021,Newport 001C,W01001625,1162,1071,91
2021,Newport 001D,W01001626,1468,1331,137
2021,Newport 001E,W01001627,1574,1443,131
2021,Newport 001F,W01001628,1026,965,61
2021,Newport 017A,W01001629,1346,1269,77
2021,Newport 017B,W01001630,1585,1503,82
2021,Newport 017C,W01001631,1295,1218,77
2021,Newport 017D,W01001632,1367,1291,76
2021,Newport 019A,W01001633,1623,1523,100
2021,Newport 019B,W01001634,1440,1322,118
2021,Newport 016A,W01001635,1295,1189,106
2021,Newport 020A,W01001636,1874,1695,179
2021,Newport 016B,W01001637,2064,1893,171
2021,Newport 016C,W01001638,1182,1066,116
2021,Newport 004A,W01001639,2092,1912,180
2021,Newport 004B,W01001640,1088,1012,76
2021,Newport 004C,W01001641,1334,1226,108
2021,Newport 013A,W01001642,1587,1495,92
2021,Newport 013B,W01001643,1822,1702,120
2021,Newport 015D,W01001645,1250,1174,76
2021,Newport 015E,W01001646,1569,1429,140
2021,Newport 015G,W01001648,1509,1424,85
2021,Newport 004E,W01001650,1612,1512,100
2021,Newport 002A,W01001651,1400,1313,87
2021,Newport 002B,W01001652,1593,1523,70
2021,Newport 002C,W01001653,1327,1238,89
2021,Newport 002D,W01001654,1536,1431,105
2021,Newport 002E,W01001655,1528,1434,94
2021,Newport 020C,W01001657,1413,1293,120
2021,Newport 020D,W01001658,2018,1839,179
2021,Newport 018A,W01001659,1831,1737,94
2021,Newport 018B,W01001660,2588,2372,216
2021,Newport 018C,W01001661,2847,2657,190
2021,Newport 018D,W01001662,1628,1490,138
2021,Newport 008C,W01001663,1352,1273,79
2021,Newport 010A,W01001664,1171,1107,64
2021,Newport 008D,W01001665,1598,1480,118
2021,Newport 010B,W01001666,1452,1365,87
2021,Newport 010C,W01001667,1259,1191,68
2021,Newport 010D,W01001668,1183,1097,86
2021,Newport 009A,W01001669,1232,1135,97
2021,Newport 009B,W01001670,2227,2007,220
2021,Newport 016D,W01001671,2206,2030,176
2021,Newport 009D,W01001673,1389,1293,96
2021,Newport 009E,W01001674,1515,1398,117
2021,Newport 007A,W01001675,1524,1427,97
2021,Newport 007B,W01001676,1779,1616,163
2021,Newport 007C,W01001677,1350,1254,96
