date,geography,geography code,Welsh writing ability: Total: All usual residents aged 3 years and over,Welsh writing ability: Cannot write Welsh,Welsh writing ability: Can write Welsh
2021,Newport 010C,W01001667,1259,1196,63
2021,Newport 010D,W01001668,1183,1103,80
2021,Newport 009A,W01001669,1232,1149,83
2021,Newport 009B,W01001670,2227,2032,195
2021,Newport 016D,W01001671,2208,2066,142
2021,Newport 009D,W01001673,1389,1306,83
2021,Newport 009E,W01001674,1513,1421,92
2021,Newport 007A,W01001675,1523,1444,79
2021,Newport 007B,W01001676,1780,1639,141
2021,Newport 007C,W01001677,1350,1266,84
2021,Newport 005D,W01001678,1578,1487,91
2021,Newport 007D,W01001679,1079,981,98
2021,Newport 007E,W01001680,1241,1134,107
2021,Newport 006B,W01001681,1285,1204,81
2021,Newport 006C,W01001682,1353,1290,63
2021,Newport 006D,W01001683,1058,977,81
2021,Newport 006E,W01001684,1363,1252,111
2021,Newport 014B,W01001685,1642,1537,105
2021,Newport 014C,W01001686,1266,1170,96
2021,Newport 014D,W01001687,2263,2167,96
2021,Newport 019D,W01001689,2018,1861,157
2021,Newport 013D,W01001690,2106,1981,125
2021,Newport 011D,W01001691,1641,1572,69
2021,Newport 011E,W01001692,2192,2062,130
2021,Newport 013E,W01001693,2743,2648,95
2021,Cardiff 036A,W01001694,1931,1821,110
2021,Cardiff 036B,W01001695,3932,3694,238
2021,Cardiff 036C,W01001696,1478,1372,106
2021,Cardiff 036D,W01001697,1867,1697,170
2021,Cardiff 036E,W01001698,2012,1860,152
2021,Cardiff 049A,W01001699,2422,2284,138
2021,Cardiff 045A,W01001702,1721,1553,168
2021,Cardiff 045B,W01001703,1162,1079,83
2021,Cardiff 041A,W01001704,1612,1511,101
2021,Cardiff 045C,W01001705,1899,1742,157
2021,Cardiff 041B,W01001706,1336,1226,110
2021,Cardiff 041C,W01001707,1958,1786,172
2021,Cardiff 045D,W01001708,1597,1461,136
2021,Cardiff 040B,W01001710,1775,1409,366
2021,Cardiff 040C,W01001711,2026,1827,199
2021,Cardiff 040D,W01001712,1412,1125,287
2021,Cardiff 040E,W01001713,1672,1256,416
2021,Cardiff 035A,W01001714,1527,1037,490
2021,Cardiff 035B,W01001715,1517,1142,375
2021,Cardiff 035C,W01001716,1242,937,305
2021,Cardiff 035D,W01001717,1470,1149,321
2021,Cardiff 028A,W01001718,1728,1545,183
2021,Cardiff 028B,W01001719,1985,1771,214
2021,Cardiff 028C,W01001720,2223,1998,225
2021,Cardiff 032A,W01001721,2875,2646,229
2021,Cardiff 028D,W01001722,1748,1589,159
2021,Cardiff 032C,W01001724,2392,2156,236
2021,Cardiff 032D,W01001725,2299,2088,211
2021,Cardiff 028E,W01001726,1758,1576,182
2021,Cardiff 014A,W01001727,1172,964,208
2021,Cardiff 014B,W01001728,1386,1055,331
2021,Cardiff 014C,W01001729,2787,2430,357
2021,Cardiff 008A,W01001730,1516,1339,177
2021,Cardiff 008B,W01001731,1419,1247,172
2021,Cardiff 019A,W01001732,1698,1508,190
2021,Cardiff 019B,W01001733,1465,1318,147
2021,Cardiff 019C,W01001734,1566,1370,196
2021,Cardiff 019D,W01001735,1998,1757,241
2021,Cardiff 008C,W01001736,1457,1297,160
2021,Cardiff 039A,W01001737,1573,1458,115
2021,Cardiff 039B,W01001738,1365,1287,78
2021,Cardiff 039C,W01001739,1408,1300,108
2021,Cardiff 039D,W01001740,1449,1349,100
2021,Cardiff 039E,W01001741,1573,1466,107
2021,Cardiff 043A,W01001742,1533,1402,131
2021,Cardiff 043B,W01001743,1412,1279,133
2021,Cardiff 043C,W01001744,1644,1538,106
2021,Cardiff 043D,W01001745,1235,1140,95
2021,Cardiff 041D,W01001746,1475,1368,107
2021,Cardiff 027A,W01001747,1627,1469,158
2021,Cardiff 027B,W01001748,1509,1376,133
2021,Cardiff 027C,W01001749,1493,1350,143
2021,Cardiff 031A,W01001750,1562,1427,135
2021,Cardiff 027D,W01001751,1730,1592,138
2021,Cardiff 031B,W01001752,1541,1366,175
2021,Cardiff 031C,W01001753,1589,1450,139
2021,Cardiff 031D,W01001754,1563,1394,169
2021,Cardiff 025A,W01001755,1452,1246,206
2021,Cardiff 025B,W01001756,4209,3844,365
2021,Cardiff 025C,W01001757,1420,1216,204
2021,Cardiff 025D,W01001758,2141,1835,306
2021,Cardiff 046A,W01001759,1531,1410,121
2021,Cardiff 046B,W01001760,1596,1433,163
2021,Cardiff 046C,W01001761,1711,1488,223
2021,Cardiff 046D,W01001762,1757,1589,168
2021,Cardiff 044A,W01001764,1961,1763,198
2021,Cardiff 044B,W01001765,1389,1232,157
2021,Cardiff 044C,W01001766,1626,1425,201
2021,Cardiff 044D,W01001767,1756,1561,195
2021,Cardiff 044E,W01001768,1605,1461,144
2021,Cardiff 018A,W01001769,1539,1291,248
2021,Cardiff 018B,W01001770,1013,864,149
2021,Cardiff 018C,W01001771,1612,1386,226
2021,Cardiff 021A,W01001772,1361,1197,164
2021,Cardiff 012A,W01001773,2464,2228,236
2021,Cardiff 018D,W01001774,1358,1143,215
2021,Cardiff 021B,W01001775,1550,1388,162
2021,Cardiff 021C,W01001776,1257,1128,129
2021,Cardiff 001A,W01001777,1714,1519,195
2021,Cardiff 001B,W01001778,1714,1502,212
2021,Cardiff 026A,W01001779,1473,1263,210
2021,Cardiff 026B,W01001780,1606,1307,299
2021,Cardiff 026C,W01001781,1636,1284,352
2021,Cardiff 026D,W01001782,1416,1130,286
2021,Cardiff 026E,W01001783,1183,1061,122
2021,Cardiff 026F,W01001784,1279,1138,141
2021,Cardiff 023A,W01001785,1167,1057,110
2021,Cardiff 023B,W01001786,1440,1222,218
2021,Cardiff 023C,W01001787,1340,1207,133
2021,Cardiff 023D,W01001788,1538,1399,139
2021,Cardiff 023E,W01001789,1497,1220,277
2021,Cardiff 023F,W01001790,1178,1064,114
2021,Cardiff 005A,W01001791,1772,1541,231
2021,Cardiff 005B,W01001792,1566,1434,132
2021,Cardiff 002A,W01001793,1314,1169,145
2021,Cardiff 001C,W01001794,1297,1148,149
2021,Cardiff 002B,W01001795,1456,1289,167
2021,Cardiff 002C,W01001796,1394,1234,160
2021,Cardiff 005C,W01001797,1390,1227,163
2021,Cardiff 002D,W01001798,1359,1220,139
2021,Cardiff 001D,W01001799,1241,1074,167
2021,Cardiff 005D,W01001800,1370,1244,126
2021,Cardiff 007A,W01001802,1656,1578,78
2021,Cardiff 015A,W01001803,1617,1524,93
2021,Cardiff 015B,W01001804,1538,1425,113
2021,Cardiff 015C,W01001805,1495,1355,140
2021,Cardiff 015D,W01001806,1667,1498,169
2021,Cardiff 007B,W01001807,1593,1479,114
2021,Cardiff 007C,W01001808,1660,1556,104
2021,Cardiff 017A,W01001809,1185,1074,111
2021,Cardiff 017B,W01001810,1682,1570,112
2021,Cardiff 009A,W01001811,1521,1401,120
2021,Cardiff 017C,W01001812,1236,1170,66
2021,Cardiff 017D,W01001813,1774,1636,138
2021,Cardiff 017E,W01001814,1401,1304,97
2021,Cardiff 008D,W01001815,1350,1268,82
2021,Cardiff 009B,W01001816,2673,2444,229
2021,Cardiff 009C,W01001817,1346,1245,101
2021,Cardiff 009D,W01001818,1503,1383,120
2021,Cardiff 014D,W01001819,2327,1916,411
2021,Cardiff 006A,W01001820,1170,915,255
2021,Cardiff 024A,W01001821,1693,1525,168
2021,Cardiff 029A,W01001822,1797,1594,203
2021,Cardiff 029B,W01001823,1232,1031,201
2021,Cardiff 029C,W01001824,1510,1332,178
2021,Cardiff 029D,W01001825,1909,1656,253
2021,Cardiff 024B,W01001826,1343,1147,196
2021,Cardiff 024C,W01001827,1608,1428,180
2021,Cardiff 024D,W01001828,1472,1275,197
2021,Cardiff 033A,W01001829,1963,1819,144
2021,Cardiff 033B,W01001830,1595,1451,144
2021,Cardiff 030A,W01001831,1459,1293,166
2021,Cardiff 033C,W01001832,1743,1605,138
2021,Cardiff 033D,W01001833,1500,1310,190
2021,Cardiff 033E,W01001834,1609,1459,150
2021,Cardiff 033F,W01001835,2161,2001,160
2021,Cardiff 030B,W01001836,1302,1119,183
2021,Cardiff 030C,W01001837,1438,1323,115
2021,Cardiff 030D,W01001838,1596,1382,214
2021,Cardiff 030E,W01001839,1554,1383,171
2021,Cardiff 007D,W01001840,1885,1777,108
2021,Cardiff 003A,W01001841,1859,1687,172
2021,Cardiff 003B,W01001842,1696,1526,170
2021,Cardiff 003D,W01001844,1832,1656,176
2021,Cardiff 006C,W01001846,1699,1451,248
2021,Cardiff 006D,W01001847,1508,1340,168
2021,Cardiff 012B,W01001848,1416,1202,214
2021,Cardiff 004A,W01001849,1518,1323,195
2021,Cardiff 012C,W01001850,1868,1565,303
2021,Cardiff 012D,W01001851,1519,1355,164
2021,Cardiff 004B,W01001852,1827,1578,249
2021,Cardiff 004C,W01001853,1569,1404,165
2021,Cardiff 004D,W01001854,1498,1345,153
2021,Cardiff 042A,W01001855,1726,1533,193
2021,Cardiff 042B,W01001856,1661,1538,123
2021,Cardiff 042C,W01001857,2014,1862,152
2021,Cardiff 034A,W01001858,1556,1275,281
2021,Cardiff 034B,W01001859,1462,1147,315
2021,Cardiff 034C,W01001860,1615,1297,318
2021,Cardiff 034D,W01001861,1501,1169,332
2021,Cardiff 042D,W01001862,1808,1654,154
2021,Cardiff 022A,W01001863,1457,1335,122
2021,Cardiff 022B,W01001864,1432,1336,96
2021,Cardiff 022C,W01001865,1254,1143,111
2021,Cardiff 016A,W01001866,1520,1419,101
2021,Cardiff 016B,W01001867,1366,1260,106
2021,Cardiff 022D,W01001868,1470,1345,125
2021,Cardiff 038A,W01001869,1347,1237,110
2021,Cardiff 037A,W01001870,1404,1235,169
2021,Cardiff 037B,W01001871,1587,1462,125
2021,Cardiff 038B,W01001872,1555,1419,136
2021,Cardiff 038C,W01001873,1759,1595,164
2021,Cardiff 038D,W01001874,1467,1330,137
2021,Cardiff 037D,W01001876,1570,1464,106
2021,Cardiff 011A,W01001877,1770,1616,154
2021,Cardiff 011B,W01001878,1521,1415,106
2021,Cardiff 013A,W01001879,1831,1701,130
2021,Cardiff 013B,W01001880,1585,1473,112
2021,Cardiff 013C,W01001881,1423,1351,72
2021,Cardiff 011C,W01001882,1681,1545,136
2021,Cardiff 016C,W01001883,1608,1502,106
2021,Cardiff 013D,W01001884,1376,1261,115
2021,Cardiff 011D,W01001885,2496,2303,193
2021,Cardiff 016D,W01001886,1274,1181,93
2021,Cardiff 020A,W01001887,1579,1144,435
2021,Cardiff 010A,W01001888,1604,1333,271
2021,Cardiff 020B,W01001889,1433,1253,180
2021,Cardiff 021D,W01001890,1522,1366,156
2021,Cardiff 020C,W01001891,1587,1332,255
2021,Cardiff 020D,W01001892,1386,1206,180
2021,Cardiff 010B,W01001893,1781,1587,194
2021,Cardiff 010C,W01001894,1483,1262,221
2021,Cardiff 010D,W01001895,1589,1348,241
2021,Cardiff 020E,W01001896,1414,1088,326
2021,Powys 020D,W01001897,1833,1640,193
2021,Merthyr Tydfil 008F,W01001898,1427,1320,107
2021,Powys 021F,W01001899,2137,1530,607
2021,Neath Port Talbot 020G,W01001900,1373,1007,366
2021,Powys 017F,W01001901,1773,1602,171
2021,Powys 017G,W01001902,1344,1236,108
2021,Powys 018F,W01001903,2068,1895,173
2021,Powys 018G,W01001904,1614,1489,125
2021,Powys 018H,W01001905,2107,1904,203
2021,Powys 001F,W01001906,1907,1262,645
2021,Powys 001G,W01001907,1347,1016,331
2021,Monmouthshire 010G,W01001908,2073,1911,162
2021,Vale of Glamorgan 012G,W01001910,1602,1433,169
2021,Vale of Glamorgan 012H,W01001911,1102,1009,93
2021,Newport 020E,W01001912,1485,1401,84
2021,Newport 020F,W01001913,1407,1280,127
2021,Rhondda Cynon Taf 023F,W01001914,1870,1618,252
2021,Rhondda Cynon Taf 027F,W01001915,1601,1298,303
2021,Rhondda Cynon Taf 027G,W01001916,1448,1112,336
2021,Rhondda Cynon Taf 023G,W01001917,1427,1322,105
2021,Bridgend 017E,W01001918,1818,1615,203
2021,Bridgend 017F,W01001919,1328,1209,119
2021,Bridgend 017G,W01001920,1167,1040,127
2021,Bridgend 017H,W01001921,1477,1350,127
2021,Cardiff 032E,W01001922,2009,1818,191
2021,Carmarthenshire 026G,W01001923,1690,1378,312
2021,Carmarthenshire 026H,W01001924,1324,1160,164
2021,Carmarthenshire 023F,W01001925,2139,1612,527
2021,Conwy 011F,W01001926,2064,1532,532
2021,Conwy 010G,W01001927,1312,1172,140
2021,Conwy 010H,W01001928,1059,967,92
2021,Wrexham 012F,W01001929,1131,1059,72
2021,Wrexham 019F,W01001930,2026,1536,490
2021,Wrexham 012G,W01001931,1367,1270,97
2021,Gwynedd 014E,W01001932,2694,775,1919
2021,Gwynedd 017F,W01001933,1878,1191,687
2021,Ceredigion 003E,W01001935,1006,652,354
2021,Ceredigion 003F,W01001936,1434,1084,350
2021,Ceredigion 001F,W01001937,1916,1230,686
2021,Cardiff 048A,W01001940,1028,931,97
2021,Cardiff 049B,W01001942,1536,1412,124
2021,Cardiff 048B,W01001943,1162,1042,120
2021,Cardiff 048C,W01001944,1152,1018,134
2021,Cardiff 049C,W01001946,1283,1195,88
2021,Cardiff 048E,W01001947,1657,1502,155
2021,Cardiff 006E,W01001948,2184,1879,305
2021,Cardiff 005F,W01001949,1266,1158,108
2021,Cardiff 049D,W01001950,1131,1038,93
2021,Cardiff 049E,W01001951,1498,1351,147
2021,Cardiff 049F,W01001952,1848,1734,114
2021,Cardiff 005G,W01001953,1457,1273,184
2021,Cardiff 006F,W01001954,1500,1287,213
2021,Swansea 025F,W01001955,1903,1835,68
2021,Swansea 032C,W01001956,2196,2010,186
2021,Swansea 025H,W01001958,1285,1192,93
2021,Merthyr Tydfil 005E,W01001959,1499,1373,126
2021,Merthyr Tydfil 005F,W01001960,1395,1241,154
2021,Merthyr Tydfil 006G,W01001961,2281,2042,239
2021,Rhondda Cynon Taf 011E,W01001962,2391,2146,245
2021,Rhondda Cynon Taf 014H,W01001963,2189,2013,176
2021,Rhondda Cynon Taf 021H,W01001964,2197,1973,224
2021,Rhondda Cynon Taf 029E,W01001965,1653,1454,199
2021,Rhondda Cynon Taf 029F,W01001966,1650,1359,291
2021,Rhondda Cynon Taf 031G,W01001967,1452,1201,251
2021,Rhondda Cynon Taf 031H,W01001968,1438,1208,230
2021,Wrexham 010F,W01001969,2210,2043,167
2021,Wrexham 021C,W01001970,2111,1952,159
2021,Wrexham 022D,W01001971,2637,2491,146
2021,Wrexham 022E,W01001972,1271,1152,119
2021,Blaenau Gwent 009F,W01001973,2191,2078,113
2021,Monmouthshire 002G,W01001974,1366,1275,91
2021,Monmouthshire 002H,W01001975,1272,1155,117
2021,Monmouthshire 003F,W01001976,1570,1437,133
2021,Monmouthshire 003G,W01001977,1406,1295,111
2021,Monmouthshire 004G,W01001978,1455,1351,104
2021,Monmouthshire 004H,W01001979,1964,1798,166
2021,Monmouthshire 005F,W01001980,2154,2010,144
2021,Bridgend 011D,W01001981,2890,2670,220
2021,Bridgend 011E,W01001982,1269,1129,140
2021,Bridgend 011F,W01001983,1404,1224,180
2021,Bridgend 011G,W01001984,1134,1014,120
2021,Neath Port Talbot 006F,W01001985,2005,1774,231
2021,Neath Port Talbot 007E,W01001986,2383,2154,229
2021,Neath Port Talbot 010G,W01001987,1437,1306,131
2021,Neath Port Talbot 010H,W01001988,1408,1225,183
2021,Neath Port Talbot 010I,W01001989,3364,3117,247
2021,Neath Port Talbot 021E,W01001990,2085,1978,107
2021,Swansea 005G,W01001991,1359,1216,143
2021,Swansea 005H,W01001992,1381,1249,132
2021,Swansea 006E,W01001993,1639,1380,259
2021,Swansea 006F,W01001994,1427,1273,154
2021,Swansea 021E,W01001995,1329,1243,86
2021,Swansea 021F,W01001996,1386,1288,98
2021,Swansea 025I,W01001997,1958,1839,119
2021,Vale of Glamorgan 015G,W01001998,2157,1966,191
2021,Carmarthenshire 019F,W01001999,2427,1854,573
2021,Ceredigion 002G,W01002000,2896,2360,536
2021,Ceredigion 002H,W01002001,1404,1163,241
2021,Ceredigion 007E,W01002002,4232,2574,1658
2021,Gwynedd 013E,W01002003,2337,1391,946
2021,Gwynedd 016F,W01002004,2098,1419,679
2021,Isle of Anglesey 002E,W01002005,2190,1083,1107
2021,Isle of Anglesey 004G,W01002007,2165,1303,862
2021,Isle of Anglesey 007F,W01002008,2047,1173,874
2021,Pembrokeshire 005E,W01002009,1174,1039,135
2021,Pembrokeshire 005F,W01002010,1076,992,84
2021,Pembrokeshire 010D,W01002011,1529,1432,97
2021,Pembrokeshire 010E,W01002012,1393,1311,82
2021,Pembrokeshire 011G,W01002013,2321,2130,191
2021,Pembrokeshire 016E,W01002014,2050,1862,188
2021,Cardiff 003E,W01002016,1155,1036,119
2021,Cardiff 003F,W01002017,1297,1152,145
2021,Cardiff 003G,W01002018,1480,1309,171
2021,Cardiff 032H,W01002019,2583,2422,161
2021,Cardiff 037E,W01002020,1503,1394,109
2021,Cardiff 037F,W01002021,1442,1303,139
2021,Cardiff 040F,W01002022,1150,909,241
2021,Cardiff 040G,W01002023,1750,1411,339
2021,Cardiff 048F,W01002024,1088,1001,87
2021,Cardiff 048G,W01002025,1074,985,89
2021,Newport 004F,W01002026,1745,1619,126
2021,Newport 004G,W01002027,1734,1639,95
2021,Newport 009F,W01002028,1891,1778,113
2021,Newport 009G,W01002029,1635,1490,145
2021,Newport 013F,W01002030,1359,1279,80
2021,Newport 013G,W01002031,1605,1490,115
2021,Newport 015H,W01002032,1247,1181,66
2021,Newport 015I,W01002033,1332,1244,88
2021,Newport 019E,W01002034,1631,1497,134
2021,Newport 019F,W01002035,1528,1403,125
2021,Vale of Glamorgan 005G,W01002036,1505,1368,137
2021,Vale of Glamorgan 005H,W01002037,1042,922,120
2021,Vale of Glamorgan 014G,W01002038,1239,1132,107
2021,Vale of Glamorgan 014H,W01002039,1681,1456,225
2021,Vale of Glamorgan 015F,W01002040,1821,1610,211
