date,geography,geography code,Welsh understanding ability: Total: All usual residents aged 3 years and over,Welsh understanding ability: Cannot understand spoken Welsh,Welsh understanding ability: Can understand spoken Welsh
2021,Rhondda Cynon Taf 012D,W01001146,1366,1135,231
2021,Rhondda Cynon Taf 004A,W01001147,1760,1454,306
2021,Rhondda Cynon Taf 002A,W01001148,1683,1425,258
2021,Rhondda Cynon Taf 003A,W01001149,1357,1135,222
2021,Rhondda Cynon Taf 003B,W01001150,1820,1569,251
2021,Rhondda Cynon Taf 003C,W01001151,1770,1472,298
2021,Rhondda Cynon Taf 002B,W01001152,1881,1538,343
2021,Rhondda Cynon Taf 002C,W01001153,1515,1282,233
2021,Rhondda Cynon Taf 003D,W01001154,1370,1172,198
2021,Rhondda Cynon Taf 002D,W01001155,1482,1247,235
2021,Rhondda Cynon Taf 003E,W01001156,1375,1084,291
2021,Rhondda Cynon Taf 028A,W01001157,1266,1069,197
2021,Rhondda Cynon Taf 028B,W01001158,1437,1240,197
2021,Rhondda Cynon Taf 028C,W01001159,1512,1218,294
2021,Rhondda Cynon Taf 029A,W01001160,1586,1352,234
2021,Rhondda Cynon Taf 025A,W01001162,2434,1908,526
2021,Rhondda Cynon Taf 019A,W01001164,1520,1266,254
2021,Rhondda Cynon Taf 019B,W01001165,1307,1077,230
2021,Rhondda Cynon Taf 016A,W01001166,1325,1214,111
2021,Rhondda Cynon Taf 016B,W01001167,1362,1182,180
2021,Rhondda Cynon Taf 004B,W01001168,1357,1188,169
2021,Rhondda Cynon Taf 004C,W01001169,2444,2147,297
2021,Rhondda Cynon Taf 004D,W01001170,1163,989,174
2021,Rhondda Cynon Taf 017A,W01001171,1256,1067,189
2021,Rhondda Cynon Taf 020A,W01001172,1353,1129,224
2021,Rhondda Cynon Taf 020B,W01001173,1315,1187,128
2021,Rhondda Cynon Taf 020C,W01001174,1364,1238,126
2021,Rhondda Cynon Taf 009A,W01001175,1260,1080,180
2021,Rhondda Cynon Taf 013A,W01001176,1400,1188,212
2021,Rhondda Cynon Taf 009B,W01001177,1257,1090,167
2021,Rhondda Cynon Taf 023A,W01001178,1570,1365,205
2021,Rhondda Cynon Taf 023B,W01001179,1660,1508,152
2021,Rhondda Cynon Taf 015A,W01001180,1478,1282,196
2021,Rhondda Cynon Taf 015B,W01001181,1348,1137,211
2021,Rhondda Cynon Taf 026A,W01001184,2023,1742,281
2021,Rhondda Cynon Taf 022A,W01001185,2003,1715,288
2021,Rhondda Cynon Taf 001A,W01001186,1690,1323,367
2021,Rhondda Cynon Taf 001B,W01001187,1322,1015,307
2021,Rhondda Cynon Taf 001C,W01001188,1266,1086,180
2021,Rhondda Cynon Taf 029C,W01001189,1463,1256,207
2021,Rhondda Cynon Taf 029D,W01001190,2879,2330,549
2021,Rhondda Cynon Taf 031B,W01001192,1380,1192,188
2021,Rhondda Cynon Taf 030A,W01001193,1115,888,227
2021,Rhondda Cynon Taf 030B,W01001194,2058,1618,440
2021,Rhondda Cynon Taf 030C,W01001195,1422,1131,291
2021,Rhondda Cynon Taf 027B,W01001196,1401,1097,304
2021,Rhondda Cynon Taf 027C,W01001197,1183,830,353
2021,Rhondda Cynon Taf 027D,W01001198,1457,1220,237
2021,Rhondda Cynon Taf 027E,W01001199,1615,1308,307
2021,Rhondda Cynon Taf 009C,W01001202,1712,1511,201
2021,Rhondda Cynon Taf 009D,W01001203,1316,1165,151
2021,Rhondda Cynon Taf 006A,W01001204,1471,1239,232
2021,Rhondda Cynon Taf 006B,W01001205,1426,1193,233
2021,Rhondda Cynon Taf 006C,W01001206,1425,1257,168
2021,Rhondda Cynon Taf 006D,W01001207,1230,1070,160
2021,Rhondda Cynon Taf 006E,W01001208,1473,1264,209
2021,Rhondda Cynon Taf 008A,W01001209,1403,1255,148
2021,Rhondda Cynon Taf 008B,W01001210,1416,1257,159
2021,Rhondda Cynon Taf 008C,W01001211,1474,1321,153
2021,Rhondda Cynon Taf 008D,W01001212,1263,1132,131
2021,Rhondda Cynon Taf 011B,W01001214,1272,1051,221
2021,Rhondda Cynon Taf 011D,W01001216,1462,1260,202
2021,Rhondda Cynon Taf 018A,W01001217,1081,952,129
2021,Rhondda Cynon Taf 018B,W01001218,1476,1320,156
2021,Rhondda Cynon Taf 018C,W01001219,1178,1085,93
2021,Rhondda Cynon Taf 018D,W01001220,1447,1303,144
2021,Rhondda Cynon Taf 001D,W01001221,1387,1199,188
2021,Rhondda Cynon Taf 001E,W01001222,1500,1324,176
2021,Rhondda Cynon Taf 031C,W01001223,1691,1416,275
2021,Rhondda Cynon Taf 031D,W01001224,1981,1363,618
2021,Rhondda Cynon Taf 031E,W01001225,1538,1203,335
2021,Rhondda Cynon Taf 031F,W01001226,1642,1332,310
2021,Rhondda Cynon Taf 021C,W01001227,1232,928,304
2021,Rhondda Cynon Taf 021D,W01001228,1575,1237,338
2021,Rhondda Cynon Taf 017B,W01001229,1365,1125,240
2021,Rhondda Cynon Taf 017C,W01001230,1504,1232,272
2021,Rhondda Cynon Taf 017D,W01001231,1387,1159,228
2021,Rhondda Cynon Taf 020D,W01001232,1237,1048,189
2021,Rhondda Cynon Taf 001F,W01001233,1779,1395,384
2021,Rhondda Cynon Taf 021E,W01001234,1452,1230,222
2021,Rhondda Cynon Taf 021F,W01001235,1601,1383,218
2021,Rhondda Cynon Taf 021G,W01001236,1561,1282,279
2021,Rhondda Cynon Taf 022B,W01001237,1409,1235,174
2021,Rhondda Cynon Taf 022C,W01001238,1651,1445,206
2021,Rhondda Cynon Taf 026B,W01001239,1266,1089,177
2021,Rhondda Cynon Taf 026C,W01001240,1856,1560,296
2021,Rhondda Cynon Taf 026D,W01001241,1612,1294,318
2021,Rhondda Cynon Taf 030D,W01001242,1322,1082,240
2021,Rhondda Cynon Taf 030E,W01001243,1368,1174,194
2021,Rhondda Cynon Taf 025B,W01001244,1351,1113,238
2021,Rhondda Cynon Taf 025C,W01001245,1201,994,207
2021,Rhondda Cynon Taf 025D,W01001246,1308,1098,210
2021,Rhondda Cynon Taf 016C,W01001247,1541,1344,197
2021,Rhondda Cynon Taf 016D,W01001248,1930,1648,282
2021,Rhondda Cynon Taf 024A,W01001249,1418,1241,177
2021,Rhondda Cynon Taf 024B,W01001250,1491,1274,217
2021,Rhondda Cynon Taf 024C,W01001251,1451,1243,208
2021,Rhondda Cynon Taf 024D,W01001252,1521,1299,222
2021,Rhondda Cynon Taf 023C,W01001253,1406,1244,162
2021,Rhondda Cynon Taf 023E,W01001255,1939,1681,258
2021,Rhondda Cynon Taf 019C,W01001256,1155,972,183
2021,Rhondda Cynon Taf 019D,W01001257,1203,967,236
2021,Rhondda Cynon Taf 019E,W01001258,1211,1043,168
2021,Rhondda Cynon Taf 018E,W01001259,1558,1385,173
2021,Rhondda Cynon Taf 014C,W01001260,1138,951,187
2021,Rhondda Cynon Taf 018F,W01001261,1208,1060,148
2021,Rhondda Cynon Taf 022D,W01001262,1531,1341,190
2021,Rhondda Cynon Taf 022E,W01001263,1640,1459,181
2021,Rhondda Cynon Taf 022F,W01001264,1885,1654,231
2021,Rhondda Cynon Taf 007A,W01001265,1493,1221,272
2021,Rhondda Cynon Taf 007B,W01001266,1332,1141,191
2021,Rhondda Cynon Taf 007C,W01001267,1439,1254,185
2021,Rhondda Cynon Taf 007D,W01001268,1277,1026,251
2021,Rhondda Cynon Taf 010A,W01001269,1411,1125,286
2021,Rhondda Cynon Taf 010B,W01001270,1406,1151,255
2021,Rhondda Cynon Taf 010C,W01001271,1478,1211,267
2021,Rhondda Cynon Taf 010D,W01001272,1428,1176,252
2021,Rhondda Cynon Taf 010E,W01001273,1710,1304,406
2021,Rhondda Cynon Taf 013B,W01001274,1144,1005,139
2021,Rhondda Cynon Taf 013C,W01001275,1729,1441,288
2021,Rhondda Cynon Taf 013D,W01001276,1225,1084,141
2021,Rhondda Cynon Taf 028D,W01001277,1089,948,141
2021,Rhondda Cynon Taf 028E,W01001278,1107,916,191
2021,Rhondda Cynon Taf 028F,W01001279,1069,940,129
2021,Rhondda Cynon Taf 017E,W01001280,1518,1335,183
2021,Rhondda Cynon Taf 017F,W01001281,1629,1331,298
2021,Rhondda Cynon Taf 015C,W01001282,1961,1635,326
2021,Rhondda Cynon Taf 015D,W01001283,1405,1108,297
2021,Rhondda Cynon Taf 015E,W01001284,1046,791,255
2021,Rhondda Cynon Taf 014D,W01001285,1332,1102,230
2021,Rhondda Cynon Taf 014E,W01001286,1420,1185,235
2021,Rhondda Cynon Taf 014F,W01001287,1417,1210,207
2021,Rhondda Cynon Taf 014G,W01001288,1383,1153,230
2021,Merthyr Tydfil 006A,W01001289,1314,1152,162
2021,Merthyr Tydfil 007A,W01001290,2304,2004,300
2021,Merthyr Tydfil 003A,W01001291,2000,1673,327
2021,Merthyr Tydfil 004A,W01001292,1759,1588,171
2021,Merthyr Tydfil 004B,W01001293,1638,1418,220
2021,Merthyr Tydfil 003B,W01001294,1628,1381,247
2021,Merthyr Tydfil 002A,W01001295,1454,1301,153
2021,Merthyr Tydfil 002B,W01001296,1518,1326,192
2021,Merthyr Tydfil 002C,W01001297,1761,1544,217
2021,Merthyr Tydfil 002D,W01001298,1678,1510,168
2021,Merthyr Tydfil 008A,W01001299,1617,1509,108
2021,Merthyr Tydfil 008B,W01001300,1678,1543,135
2021,Merthyr Tydfil 008C,W01001301,1835,1708,127
2021,Merthyr Tydfil 006B,W01001302,1370,1162,208
2021,Merthyr Tydfil 003C,W01001305,1193,1048,145
2021,Merthyr Tydfil 003D,W01001306,1387,1226,161
2021,Merthyr Tydfil 004C,W01001307,1490,1357,133
2021,Merthyr Tydfil 008D,W01001308,1194,1100,94
2021,Merthyr Tydfil 008E,W01001309,1258,1152,106
2021,Merthyr Tydfil 002E,W01001310,1494,1345,149
2021,Merthyr Tydfil 002F,W01001311,1102,989,113
2021,Merthyr Tydfil 006E,W01001312,1431,1260,171
2021,Merthyr Tydfil 006F,W01001313,1435,1276,159
2021,Merthyr Tydfil 005A,W01001314,2053,1809,244
2021,Merthyr Tydfil 004D,W01001315,1659,1481,178
2021,Merthyr Tydfil 005C,W01001317,1693,1442,251
2021,Merthyr Tydfil 005D,W01001318,1438,1261,177
2021,Merthyr Tydfil 007B,W01001319,1566,1296,270
2021,Merthyr Tydfil 007C,W01001320,1386,1188,198
2021,Merthyr Tydfil 007D,W01001321,1566,1353,213
2021,Merthyr Tydfil 007E,W01001322,1578,1359,219
2021,Merthyr Tydfil 003E,W01001324,1879,1633,246
2021,Caerphilly 003A,W01001325,1602,1364,238
2021,Caerphilly 003B,W01001326,2079,1799,280
2021,Caerphilly 014A,W01001327,2361,2038,323
2021,Caerphilly 014B,W01001328,1464,1283,181
2021,Caerphilly 014C,W01001329,1446,1298,148
2021,Caerphilly 018A,W01001330,1401,1097,304
2021,Caerphilly 018B,W01001331,1679,1379,300
2021,Caerphilly 018C,W01001332,1781,1485,296
2021,Caerphilly 018D,W01001333,1421,1178,243
2021,Caerphilly 005A,W01001334,1396,1265,131
2021,Caerphilly 005B,W01001335,1237,1074,163
2021,Caerphilly 004A,W01001336,1369,1167,202
2021,Caerphilly 004B,W01001337,1408,1265,143
2021,Caerphilly 004C,W01001338,1663,1482,181
2021,Caerphilly 004D,W01001339,1367,1206,161
2021,Caerphilly 020A,W01001340,1825,1529,296
2021,Caerphilly 020B,W01001341,1651,1467,184
2021,Caerphilly 021A,W01001342,1158,1019,139
2021,Caerphilly 021B,W01001343,1071,907,164
2021,Caerphilly 020C,W01001344,1631,1431,200
2021,Caerphilly 021C,W01001345,1339,1204,135
2021,Caerphilly 020D,W01001346,1477,1275,202
2021,Caerphilly 005C,W01001347,1452,1302,150
2021,Caerphilly 009A,W01001348,1700,1551,149
2021,Caerphilly 009B,W01001349,1680,1443,237
2021,Caerphilly 009C,W01001350,1681,1514,167
2021,Caerphilly 005D,W01001351,1373,1243,130
2021,Caerphilly 007A,W01001352,1699,1558,141
2021,Caerphilly 007B,W01001353,1492,1364,128
2021,Caerphilly 014D,W01001354,1632,1457,175
2021,Caerphilly 015A,W01001355,1494,1355,139
2021,Caerphilly 006A,W01001356,1166,1057,109
2021,Caerphilly 006B,W01001357,1656,1482,174
2021,Caerphilly 006C,W01001358,1442,1310,132
2021,Caerphilly 006D,W01001359,1365,1233,132
2021,Caerphilly 002A,W01001360,1267,1124,143
2021,Caerphilly 002B,W01001361,1120,1017,103
2021,Caerphilly 003C,W01001362,1941,1709,232
2021,Caerphilly 012A,W01001363,1746,1475,271
2021,Caerphilly 012B,W01001364,1724,1544,180
2021,Caerphilly 012C,W01001365,1888,1604,284
2021,Caerphilly 019A,W01001366,1528,1346,182
2021,Caerphilly 019B,W01001367,1411,1241,170
2021,Caerphilly 019C,W01001368,1391,1191,200
2021,Caerphilly 012D,W01001369,2353,2039,314
2021,Caerphilly 023A,W01001370,1791,1504,287
2021,Caerphilly 022A,W01001371,1834,1554,280
2021,Caerphilly 022B,W01001372,1758,1428,330
2021,Caerphilly 022C,W01001373,1877,1508,369
2021,Caerphilly 001A,W01001374,1375,1230,145
2021,Caerphilly 001B,W01001375,1435,1190,245
2021,Caerphilly 001C,W01001376,1378,1227,151
2021,Caerphilly 013A,W01001377,1418,1212,206
2021,Caerphilly 013B,W01001378,1459,1286,173
2021,Caerphilly 013C,W01001379,1485,1225,260
2021,Caerphilly 010A,W01001380,1733,1600,133
2021,Caerphilly 010B,W01001381,1429,1322,107
2021,Caerphilly 010C,W01001382,1508,1352,156
2021,Caerphilly 010D,W01001383,1410,1246,164
2021,Caerphilly 002C,W01001384,1448,1318,130
2021,Caerphilly 002D,W01001385,1476,1354,122
2021,Caerphilly 002E,W01001386,1527,1410,117
2021,Caerphilly 007C,W01001387,1159,989,170
2021,Caerphilly 007D,W01001388,1741,1480,261
2021,Caerphilly 007E,W01001389,1072,907,165
2021,Caerphilly 006E,W01001390,2046,1779,267
2021,Caerphilly 006F,W01001391,1583,1417,166
2021,Caerphilly 009D,W01001392,1890,1678,212
2021,Caerphilly 019D,W01001393,1302,1093,209
2021,Caerphilly 023B,W01001394,1257,1074,183
2021,Caerphilly 023C,W01001395,1281,1123,158
2021,Caerphilly 023D,W01001396,1498,1304,194
2021,Caerphilly 019E,W01001397,1533,1268,265
2021,Caerphilly 024A,W01001398,2683,2225,458
2021,Caerphilly 023E,W01001399,1221,1073,148
2021,Caerphilly 019F,W01001400,1358,1173,185
2021,Caerphilly 011A,W01001401,2002,1832,170
2021,Caerphilly 011B,W01001402,1548,1392,156
2021,Caerphilly 011C,W01001403,1543,1365,178
2021,Caerphilly 011D,W01001404,1321,1178,143
2021,Caerphilly 011E,W01001405,1735,1523,212
2021,Caerphilly 001D,W01001406,1776,1588,188
2021,Caerphilly 016A,W01001407,1276,1159,117
2021,Caerphilly 016B,W01001408,1388,1279,109
2021,Caerphilly 016C,W01001409,1532,1393,139
2021,Caerphilly 016D,W01001410,1745,1585,160
2021,Caerphilly 017A,W01001411,1569,1416,153
2021,Caerphilly 017B,W01001412,1605,1474,131
2021,Caerphilly 017C,W01001413,1767,1605,162
2021,Caerphilly 008A,W01001414,1525,1332,193
2021,Caerphilly 008B,W01001415,1673,1434,239
2021,Caerphilly 008C,W01001416,1341,1177,164
2021,Caerphilly 008D,W01001417,1342,1132,210
2021,Caerphilly 008E,W01001418,1355,1159,196
2021,Caerphilly 021D,W01001419,1570,1339,231
2021,Caerphilly 022D,W01001420,1184,986,198
2021,Caerphilly 022E,W01001421,1390,1243,147
2021,Caerphilly 022F,W01001422,1422,1238,184
2021,Caerphilly 024B,W01001423,1341,1154,187
2021,Caerphilly 024C,W01001424,1369,1148,221
2021,Caerphilly 024D,W01001425,1685,1366,319
2021,Caerphilly 024E,W01001426,1411,1162,249
2021,Caerphilly 024F,W01001427,1798,1451,347
2021,Caerphilly 001E,W01001428,1188,1073,115
2021,Caerphilly 001F,W01001429,1129,950,179
2021,Caerphilly 015B,W01001430,2307,2063,244
2021,Caerphilly 015C,W01001431,1535,1381,154
2021,Caerphilly 013D,W01001432,2657,2179,478
2021,Caerphilly 013E,W01001433,1325,1100,225
2021,Caerphilly 013F,W01001434,1340,1070,270
2021,Blaenau Gwent 008A,W01001435,1315,1211,104
2021,Blaenau Gwent 008B,W01001436,1329,1258,71
2021,Blaenau Gwent 008C,W01001437,1401,1299,102
2021,Blaenau Gwent 004A,W01001438,1437,1334,103
2021,Blaenau Gwent 004B,W01001439,1560,1425,135
2021,Blaenau Gwent 001A,W01001440,1306,1196,110
2021,Blaenau Gwent 001B,W01001441,1117,1048,69
2021,Blaenau Gwent 001C,W01001442,1069,980,89
2021,Blaenau Gwent 005A,W01001443,1200,1131,69
2021,Blaenau Gwent 005B,W01001444,1901,1740,161
2021,Blaenau Gwent 005C,W01001445,1306,1179,127
2021,Blaenau Gwent 002A,W01001446,1197,1092,105
2021,Blaenau Gwent 002B,W01001447,1424,1297,127
2021,Blaenau Gwent 002C,W01001448,1126,1040,86
2021,Blaenau Gwent 002D,W01001449,1330,1216,114
2021,Blaenau Gwent 007A,W01001450,1182,1090,92
2021,Blaenau Gwent 007B,W01001451,1258,1158,100
2021,Blaenau Gwent 007C,W01001452,1398,1284,114
2021,Blaenau Gwent 008D,W01001453,1443,1343,100
2021,Blaenau Gwent 008E,W01001454,1239,1166,73
2021,Blaenau Gwent 008F,W01001455,1614,1495,119
2021,Blaenau Gwent 004C,W01001456,1220,1134,86
2021,Blaenau Gwent 004D,W01001457,1719,1638,81
2021,Blaenau Gwent 004E,W01001458,1575,1469,106
2021,Blaenau Gwent 007D,W01001459,1152,1084,68
2021,Blaenau Gwent 007E,W01001460,1683,1523,160
2021,Blaenau Gwent 007F,W01001461,1232,1155,77
2021,Blaenau Gwent 006A,W01001462,1748,1597,151
2021,Blaenau Gwent 006B,W01001463,1740,1591,149
2021,Blaenau Gwent 009A,W01001464,1397,1290,107
2021,Blaenau Gwent 009B,W01001465,1484,1373,111
2021,Blaenau Gwent 009C,W01001466,1408,1338,70
2021,Blaenau Gwent 005D,W01001467,1825,1655,170
2021,Blaenau Gwent 005E,W01001468,1285,1177,108
2021,Blaenau Gwent 005F,W01001469,1265,1157,108
2021,Blaenau Gwent 001D,W01001470,1368,1263,105
2021,Blaenau Gwent 001E,W01001471,1563,1479,84
2021,Blaenau Gwent 003A,W01001472,1343,1181,162
2021,Blaenau Gwent 003B,W01001473,1225,1154,71
2021,Blaenau Gwent 003C,W01001474,1382,1273,109
2021,Blaenau Gwent 003D,W01001475,1089,976,113
2021,Blaenau Gwent 006C,W01001478,1328,1192,136
2021,Blaenau Gwent 006D,W01001479,1408,1314,94
2021,Blaenau Gwent 003E,W01001480,1420,1306,114
2021,Blaenau Gwent 006E,W01001481,1598,1474,124
2021,Torfaen 002A,W01001482,1193,1015,178
2021,Torfaen 002B,W01001483,1376,1205,171
2021,Torfaen 002C,W01001484,1594,1413,181
2021,Torfaen 002D,W01001485,1213,1092,121
2021,Torfaen 002E,W01001486,1428,1276,152
2021,Torfaen 001A,W01001487,1608,1424,184
2021,Torfaen 001B,W01001488,1443,1320,123
2021,Torfaen 001C,W01001489,1396,1262,134
2021,Torfaen 001D,W01001490,1367,1230,137
2021,Torfaen 004A,W01001491,1633,1497,136
2021,Torfaen 012A,W01001492,2359,2135,224
2021,Torfaen 008A,W01001493,1753,1632,121
2021,Torfaen 008B,W01001494,1500,1346,154
2021,Torfaen 008C,W01001495,1746,1570,176
2021,Torfaen 004B,W01001496,1404,1288,116
2021,Torfaen 011A,W01001497,1346,1220,126
2021,Torfaen 011B,W01001498,1209,1074,135
2021,Torfaen 011C,W01001499,1117,982,135
2021,Torfaen 011D,W01001500,1213,1103,110
2021,Torfaen 009A,W01001501,1278,1146,132
2021,Torfaen 011E,W01001502,1175,1096,79
2021,Torfaen 009B,W01001503,1192,1083,109
2021,Torfaen 013A,W01001504,2251,2023,228
2021,Torfaen 013B,W01001505,2546,2297,249
2021,Torfaen 010A,W01001506,1479,1374,105
2021,Torfaen 008D,W01001507,1894,1729,165
2021,Torfaen 013C,W01001508,1160,1061,99
2021,Torfaen 013D,W01001509,1366,1230,136
2021,Torfaen 005A,W01001510,1556,1432,124
2021,Torfaen 005B,W01001511,1491,1372,119
2021,Torfaen 005C,W01001512,1270,1204,66
2021,Torfaen 005D,W01001513,1430,1293,137
2021,Torfaen 006A,W01001514,1054,966,88
2021,Torfaen 006B,W01001515,1366,1216,150
2021,Torfaen 006C,W01001516,1380,1265,115
2021,Torfaen 006D,W01001517,2373,2089,284
2021,Torfaen 006E,W01001518,1111,1010,101
2021,Torfaen 007A,W01001519,1236,1141,95
2021,Torfaen 007B,W01001520,2493,2208,285
2021,Torfaen 007C,W01001521,1370,1227,143
2021,Torfaen 007D,W01001522,1562,1396,166
2021,Torfaen 004C,W01001523,1376,1228,148
2021,Torfaen 004D,W01001524,1809,1657,152
2021,Torfaen 003A,W01001525,1792,1628,164
2021,Torfaen 010B,W01001526,1332,1199,133
2021,Torfaen 010C,W01001527,1151,1064,87
2021,Torfaen 010D,W01001528,1697,1515,182
2021,Torfaen 003B,W01001529,1937,1772,165
2021,Torfaen 003C,W01001530,1705,1534,171
2021,Torfaen 003D,W01001531,1621,1471,150
2021,Torfaen 010E,W01001532,1706,1541,165
2021,Torfaen 012B,W01001533,1469,1330,139
2021,Torfaen 012C,W01001534,1365,1240,125
2021,Torfaen 012D,W01001535,1221,1136,85
2021,Torfaen 009C,W01001536,1091,990,101
2021,Torfaen 007E,W01001537,1140,1026,114
2021,Torfaen 009D,W01001538,1289,1179,110
2021,Torfaen 009E,W01001539,1386,1263,123
2021,Torfaen 004E,W01001540,1229,1120,109
2021,Torfaen 004F,W01001541,1131,1001,130
2021,Monmouthshire 009A,W01001542,2067,1849,218
2021,Monmouthshire 009B,W01001543,1739,1508,231
2021,Monmouthshire 001A,W01001545,1497,1305,192
2021,Monmouthshire 002A,W01001546,1509,1347,162
2021,Monmouthshire 001B,W01001548,2049,1807,242
2021,Monmouthshire 007A,W01001549,1371,1232,139
2021,Monmouthshire 010C,W01001551,1137,1039,98
2021,Monmouthshire 004A,W01001552,1485,1354,131
2021,Monmouthshire 004C,W01001554,1510,1393,117
2021,Monmouthshire 006A,W01001555,1120,983,137
2021,Monmouthshire 006B,W01001556,1333,1173,160
2021,Monmouthshire 001C,W01001557,1771,1564,207
2021,Monmouthshire 002C,W01001558,1543,1372,171
2021,Monmouthshire 008A,W01001559,1245,1152,93
2021,Monmouthshire 006C,W01001560,1349,1231,118
2021,Monmouthshire 003A,W01001561,1560,1382,178
2021,Monmouthshire 003B,W01001562,1329,1158,171
2021,Monmouthshire 003C,W01001563,1107,993,114
2021,Monmouthshire 006D,W01001565,1780,1611,169
2021,Monmouthshire 005C,W01001568,1742,1535,207
2021,Monmouthshire 003E,W01001569,1315,1147,168
2021,Monmouthshire 001D,W01001571,1460,1268,192
2021,Monmouthshire 011A,W01001572,1576,1402,174
2021,Monmouthshire 011B,W01001573,1391,1217,174
2021,Monmouthshire 011C,W01001574,1276,1124,152
2021,Monmouthshire 005D,W01001575,1218,1100,118
2021,Monmouthshire 004D,W01001576,1042,958,84
2021,Monmouthshire 004E,W01001577,1255,1138,117
2021,Monmouthshire 009C,W01001578,2425,2223,202
2021,Monmouthshire 001E,W01001579,1540,1384,156
2021,Monmouthshire 002E,W01001580,1712,1524,188
2021,Monmouthshire 005E,W01001581,1901,1691,210
2021,Monmouthshire 011D,W01001582,1728,1543,185
2021,Monmouthshire 007B,W01001583,1491,1339,152
2021,Monmouthshire 008B,W01001584,1716,1564,152
2021,Monmouthshire 007C,W01001585,1252,1120,132
2021,Monmouthshire 007D,W01001586,2424,2164,260
2021,Monmouthshire 008C,W01001587,1818,1680,138
2021,Monmouthshire 010D,W01001588,1581,1431,150
2021,Monmouthshire 010E,W01001589,1382,1256,126
2021,Monmouthshire 009D,W01001590,2077,1878,199
2021,Monmouthshire 011E,W01001591,1534,1322,212
2021,Monmouthshire 008D,W01001592,1581,1446,135
2021,Monmouthshire 008E,W01001593,1573,1442,131
2021,Monmouthshire 007E,W01001594,1373,1230,143
2021,Monmouthshire 007F,W01001595,1262,1143,119
2021,Monmouthshire 006E,W01001596,1202,1097,105
2021,Monmouthshire 006F,W01001597,1390,1265,125
2021,Monmouthshire 010F,W01001598,1605,1444,161
2021,Monmouthshire 004F,W01001599,2084,1895,189
2021,Newport 012A,W01001600,1783,1583,200
2021,Newport 006A,W01001601,1491,1345,146
2021,Newport 012B,W01001602,1573,1385,188
2021,Newport 012C,W01001603,1481,1317,164
2021,Newport 012D,W01001604,1454,1302,152
2021,Newport 014A,W01001605,1424,1286,138
2021,Newport 008A,W01001606,1234,1103,131
2021,Newport 015A,W01001607,1304,1188,116
2021,Newport 008B,W01001608,1450,1300,150
2021,Newport 015B,W01001609,1829,1678,151
2021,Newport 015C,W01001610,1278,1169,109
2021,Newport 011A,W01001611,1163,1080,83
2021,Newport 011B,W01001612,1481,1373,108
2021,Newport 011C,W01001613,1458,1310,148
2021,Newport 005A,W01001614,1529,1405,124
2021,Newport 005B,W01001615,1528,1409,119
2021,Newport 005C,W01001616,1368,1236,132
2021,Newport 003A,W01001617,1392,1286,106
2021,Newport 003B,W01001618,1090,1007,83
2021,Newport 003C,W01001619,1308,1206,102
2021,Newport 003D,W01001620,1619,1462,157
2021,Newport 003E,W01001621,1379,1258,121
2021,Newport 003F,W01001622,1172,1089,83
2021,Newport 001A,W01001623,1382,1239,143
2021,Newport 001B,W01001624,1182,1071,111
2021,Newport 001C,W01001625,1162,1040,122
2021,Newport 001D,W01001626,1468,1293,175
2021,Newport 001E,W01001627,1574,1406,168
2021,Newport 001F,W01001628,1026,948,78
2021,Newport 017A,W01001629,1347,1261,86
2021,Newport 017B,W01001630,1585,1488,97
2021,Newport 017C,W01001631,1295,1202,93
2021,Newport 017D,W01001632,1367,1265,102
2021,Newport 019A,W01001633,1623,1499,124
2021,Newport 019B,W01001634,1440,1315,125
2021,Newport 016A,W01001635,1295,1149,146
2021,Newport 020A,W01001636,1874,1656,218
2021,Newport 016B,W01001637,2064,1849,215
2021,Newport 016C,W01001638,1182,1050,132
2021,Newport 004A,W01001639,2091,1862,229
2021,Newport 004B,W01001640,1088,1013,75
2021,Newport 004C,W01001641,1334,1194,140
2021,Newport 013A,W01001642,1588,1475,113
2021,Newport 013B,W01001643,1822,1676,146
2021,Newport 015D,W01001645,1248,1169,79
2021,Newport 015E,W01001646,1568,1422,146
2021,Newport 015G,W01001648,1509,1411,98
2021,Newport 004E,W01001650,1612,1480,132
2021,Newport 002A,W01001651,1402,1281,121
2021,Newport 002B,W01001652,1593,1497,96
2021,Newport 002C,W01001653,1327,1219,108
2021,Newport 002D,W01001654,1535,1402,133
2021,Newport 002E,W01001655,1529,1397,132
2021,Newport 020C,W01001657,1413,1253,160
2021,Newport 020D,W01001658,2018,1786,232
2021,Newport 018A,W01001659,1828,1724,104
2021,Newport 018B,W01001660,2588,2343,245
2021,Newport 018C,W01001661,2847,2627,220
2021,Newport 018D,W01001662,1628,1483,145
2021,Newport 008C,W01001663,1351,1267,84
2021,Newport 010A,W01001664,1171,1099,72
2021,Newport 008D,W01001665,1596,1463,133
2021,Newport 010B,W01001666,1453,1342,111
2021,Newport 010C,W01001667,1259,1183,76
2021,Newport 010D,W01001668,1183,1097,86
2021,Newport 009A,W01001669,1232,1113,119
2021,Newport 009B,W01001670,2227,1979,248
2021,Newport 016D,W01001671,2205,1973,232
2021,Newport 009D,W01001673,1391,1272,119
2021,Newport 009E,W01001674,1515,1382,133
2021,Newport 007A,W01001675,1524,1398,126
2021,Newport 007B,W01001676,1779,1618,161
2021,Newport 007C,W01001677,1350,1253,97
2021,Newport 005D,W01001678,1578,1442,136
